original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik,processed_text
wow bikin semangat ngocokontol liat nya bls dong biar crot bolehkan kcup kening syg lumat bibir syg raba remas jilat isap nenen syg oh ah buka dong celana dalam syg elus2 memek syg hayalkan kontol atau lidah abg elus2 abg jg lg ngocokontol nih bantu crot kan dong boleh kan abg,twitter,1,0,0,0,wow buat semangat ngocokontol lihat nya balas dong biar ejakulasi bolehkan kcup kening sayang lumat bibir sayang raba remas jilat isap tetek sayang oh ah buka dong celana dalam sayang elus memek sayang hayalkan kontol atau lidah abg elus abg juga lagi ngocokontol ini bantu ejakulasi kan dong boleh kan abg
"Pantat nya kya udah umur 60 ya, ga sesuai bergelambir gitu. Maka nya dibuat hitam putih biar ga nampak kali belang nya, hahahaa.. PD pula tuh",instagram,1,0,0,1,pantat nya kya sudah umur iya tidak sesuai bergelambir begitu maka nya dibuat hitam putih biar tidak tampak kali belang nya tertawa pada pula itu
"Ayo ummat bersatu, rapatkan barisan sambut imam besar kita, ulama dan panutan kita Habib Rizieq Shihab..\njangan biarkan beliau siserang antek pki yang sekarang mengincar para ulama..\n[img]https://s.kaskus.id/images/2018/02/16/9691256_20180216112758.jpg[/img]
",kaskus,0,0,0,0,ayo umat bersatu rapatkan barisan sambut imam besar kita ulama dan anutan kita habib rizieq shihab njangan biarkan beliau siserang antek pki yang sekarang mengincar para ulama dan
"""DZIKIR DAN SHOLAWAT UNTUK NEGERI""
Masjid At-Tin (TMII) - Jakarta Timur
Sabtu, 11 Maret 2017
Sholat Maghrib Berjama'ah s/d Selesai.
Ã¢ÂÂ¢pic.twitter.com/yboJGA6yVh",twitter,0,0,0,0,zikir dan sholawat untuk negeri masjid at tin tmi jakarta timur sabtu maret salat magrib berjama ah s di selesai pic twiter com ybojgayvh
"Bkn item lg, tp gosong! Haha (ÃÂ`Ã¢ÂÂ½ÃÂ´)-ÃÂ RT @GMsamanthaa: item dong-_-RT KusumaWullan Eh orang papua RT @GMsamanthaa: eh orang bandung RT",twitter,0,1,0,0,bukan hitam lagi tapi gosong tertawa rt hitam dong rt kusumawulan eh orang papua rt eh orang bandung rt
"Di islam kan diajarkan kalo manusia sudah meninggal nanti akan ketemu malaikat dan ditanya 3 pertanyaan Ajaib (AUTO SURGA KALO BENER SEMUA):\n1. Siapakah Tuhanmu?\n2.Siapakah Nabimu?\n3.Apakah Agamamu?\n\nJelaslah Bomberman doyan meledak (Biar Ketemu Malaikat), Orang Jawabannya mudah banget kok :D
",kaskus,0,1,1,0,di islam kan diajarkan kalau manusia sudah meningal nanti akan ketemu malaikat dan ditanya pertanyan ajaib auto surga kalau benar semua n siapakah tuhanmu n siapakah nabimu n apakah agamamu dan njelaslah bomberman doyan meledak biar ketemu malaikat orang jawabanya mudah sekali kok di
@indahterindah hahahah kelas berapa sih km mba. Namanya perusahaan jasa berhak punya fasilitas yg namanya customer prioritas. Kalo dia anak presiden ya jelas bisa jd prioritas. Gausah sirik gt Ã°ÂÂ¤Â£,instagram,0,0,0,0,hahahah kelas berapa sih kamu mbak namanya perusahan jasa berhak punya fasilitas yang namanya customer prioritas kalau dia anak presiden iya jelas bisa jadi prioritas gausah sirik begitu
"otak bbel dsar pamer aurat trus bukan nya jdi jdi cambuk stiap prkataan orng ini malh mnjadi2 dsar laki tulen sifat malunya sdah d cabut sma allah,.lagunya cuma payu sma kaum bencong kya lu",instagram,0,0,0,0,otak bel dasar pamer aurat terus bukan nya jadi jadi cambuk setiap prkatan orng ini malh mnjadi dasar laki tulen sifat malunya sdah di pergi sama alah lagunya hanya payu sama kaum banci kya kamu
"@fashionlucintaluna mulut gak di sekolahin ngomong muka babu?  Emng lu kerjanya apa?  Lu kan kerjaannya ngangkang sebagai pelakor ??? Muka babu masih mulia kerjaannya & halal ketimbang ini orang yg komen ngomong muka babu yg gk berpendidikan, kerjaannya murahan bahkan lebih dr babu!!!!!!",instagram,0,0,0,1,mulut tidak di sekolahin bicara muka babu memang kamu kerjanya apa kamu kan kerjanya ngangkang sebagai pelakor muka babu masih mulia kerjanya halal ketimbang ini orang yang berkomentar bicara muka babu yang tidak berpendidikan kerjanya murahan bahkan lebih dari babu
@alfiangeek  dy seperti amoeba guys.. mgkanya bsa membelah diri gt.. wajah berubah2.  Teteknya thu di paksa kluar mgkanya klihatannya aneh. Yg 1 kempes lg.. gt kok di bilang cantik manjalita. Manjalita apaan?? Sok perfek ajah thu mas fatahÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,instagram,1,0,0,1,dia seperti amoeba temanteman mgkanya bisa membelah diri begitu wajah berubah teteknya thu di paksa kluar mgkanya klihatanya aneh yang kempis lagi begitu kok di bilang cantik manjalita manjalita apa sok perfek saja thu mas fatah
" lg ada mau nya aja, minoritas di pepet.bgt sdh ga ada prl nya dgn berteriak lantang GANYANG CINA, KAFIR , PKI .inget ga wkt di DKI pic.twitter.com/cgpiNBAsCL",twitter,0,1,1,1,lagi ada mau nya saja minoritas di pepet sekali sudah tidak ada prl nya dengan berteriak lantang ganyang cina kafir pki ingat tidak waktu di daerah khusus ibukota pic twiter com cgpinbascl
Bkan jualan agama lagi goblok. Itu d papua mau merebut nkri ktanya mau selamatkan nkri pergi lah kau k papua,twitter,0,1,1,1,bkan jualan agama lagi bodoh itu di papua mau merebut negara kesatuan republik indonesia ktanya mau selamatkan negara kesatuan republik indonesia pergi lah kamu ke papua
"Hidup anda belum sukses padahal sudah berusaha keras? Sering kena sial, sakit - sakitan, dll? Pasti struktur nama anda salah. Konsultasikan nama anda hanya disini. Follow ig: konsultannama.  WA: 083897888777. #2019GantiNamaNegara",instagram,0,0,0,0,hidup anda belum sukses padahal sudah berusaha keras sering kena sial sakit sakitan dan lainlain pasti struktur nama anda salah konsultasikan nama anda hanya di sini mengikuti instagram konsultanama whatsap gantinamanegara
"[QUOTE=muhammad.trump;5b0f4eb3162ec273298b456a]\n\ntenang gan\nposisi arab siap digantikan indoneisa\njadi arab makin maju dan modren\nindo balik ke abad ke 7\n:ngakaks[/QUOTE]\n\ntapi yg agan katakan ada benarnya\n\ncontoh nyata\n\ndi indonesia makin banyak orang bercadar dan berjilbab\ndi arab saudi justru kebalikannya makin banyak yg lepas cadar dan jilbab\n:wakaka\n\nhttps://internasional.kompas.com/read/2018/04/17/13370481/lepas-cadar-di-muka-publik-menteri-perempuan-saudi-dikecam\n\nhttps://m.cnnindonesia.com/internasional/20180321181755-120-284810/putra-mahkota-saudi-sebut-wanita-tak-perlu-pakai-kerudung
",kaskus,0,1,0,0,dan ntenang juragan nposisi arab siap digantikan indoneisa njadi arab makin maju dan modren nindo balik ke abad ke dan tertawa dan ntapi yang juragan katakan ada benarnya dan ncontoh nyata dan ndi indonesia makin banyak orang bercadar dan berjilbab ndi arab saudi justru kebalikanya makin banyak yang lepas cadar dan jilbab dan wakaka dan dan
"[QUOTE=nastaikdiehard;5af979b5d89b0921318b4569]\n\n:beer:\n\n[img]https://s.kaskus.id/images/2018/05/14/10211292_20180514065739.png[/img][/QUOTE]\n\nDiem jing...kaum terorris plis jgn quote2 gw..\n\nBodo amat gw ama kristen..mereka jga byk yg gk bener...tp islam paling parah cok...ngebom sana sini..najis ngent0d
",kaskus,0,1,0,1,dan dan ber dan dan anjing kaum teroris mohon jangan quote aku dan nbodo amat aku sama kristen mereka juga banyak yang tidak benar tapi islam paling parah anjing ngebom sana sini najis senggama
Ada apa dgn lengan jg tetekmu cong? Pipimu jg.. manusia editan loÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ bencong sakit jiwa,instagram,1,0,0,1,ada apa dengan lengan juga tetekmu banci pipimu juga manusia editan kamu banci sakit jiwa
"@evita_sari_24 memang si fatah ne cocok di musnakan, merusak generasi. Dengan cara mudah dapat duit, gak mau capek* kayak cwok di Luaran sana cari duit. Malah jadi bencong",instagram,0,0,0,1,sih fatah ini cocok musnakan generasi dengan cara mudah uang mau capai seperti cowok di sana cari uang bahkan banci
"alah g usah banyak alibi..bilang aja stok stensilan hayalan ngga ada....kalau niat nulis lewat hp aja bisa kok...
",kaskus,0,0,0,0,alah tidak perlu banyak alibi bilang saja stok stensilan hayalan tidak ada kalau niat nulis lewat telepon gengam saja bisa kok
"[QUOTE][img]https://s.kaskus.id/images/2018/06/25/10219008_201806250445090773.png[/img][/QUOTE]\n\n:ngakak Pengen komentar tapi takut dosa. \n\nYa sudahlah, saya komentar koleksinya ini keren sob. \nSumpah keren banget. \n\nBtw nggak sekalian tuh bordiran logo regional dipasang di jidat.\n\n:ngakak Amburadul sudah.
",kaskus,0,0,0,0,ingin komentar tapi takut dosa dan nya sudahlah saya komentar koleksinya ini keren sob nsumpah keren sekali dan nbtw tidak sekalian itu bordiran logo regional dipasang di jidat dan dan tertawa amburadul sudah
"Semakin kalian bully, lucinta luna makin seneng, makin menggila, makin cetar, makin terkenal, makin hits, makin wow, tambah kaya, dan dosa kebanciannya berkurang karna hujatan. Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ",instagram,0,0,0,0,semakin kalian buly lucinta luna makin senang makin mengila makin cetar makin terkenal makin terkini makin wow tambah kaya dan dosa kebancianya berkurang karena hujatan
"@fathon_lesmana ....g liat  dorce dia... Wlw transgender tp dorce di hargain org karna dia sopan g bikin ulah... G ky tuh org jadi2an,sok ngartis",instagram,0,0,0,0,tidak lihat dorce dia wlw transgender tapi dorce di hargain orang karena dia sopan tidak buat ulah tidak seperti itu orang jadian sok ngartis
"lagipula Ga ada fatwa MUI yang ngelarang Ngucap selamat natal yang ga boleh ikut serta dalam peribadatan natal tersebut 
btw buruan noh ente bikin bom panci trus ledakin gereja kan mayan pahala jihad perangi kafir dapat 72 bidadari  hehe",twitter,0,1,1,1,lagipula tidak ada fatwa mui yang ngelarang ngucap selamat natal yang tidak boleh ikut serta dalam peribadatan natal tersebut ngomongngomong buruan noh kamu buat bom panci terus ledakin gereja kan lumayan pahala jihad memerangi kafir dapat bidadari he
@purnamafreddy ada prosedurnya ga semua orang bisa masuk .. kalau dia masuk berarti bisa dapat ijin .. karna ada pass  bandara khusus pengunjung ..,instagram,0,0,0,0,ada prosedurnya tidak semua orang bisa masuk kalau dia masuk berarti bisa dapat izin karena ada pas bandara khusus pengunjung
"Semakin di bully dia semakin Jaya, dia sengaja buat netizen kesel dengan semua yg dia lakukan supaya apa?supaya dia makin viral dan akhirnya tenar. Maka dari itu dia dengan sengaja buat postingan dengan caption yg menyebalkan atau kegiatan yg memancing emosi para netizen contohnya aja settingan brantem sama sahabatnya gak tau namanya siapa lupa gak penting juga lah ya diinget bukan artis soalnya yg masalah foto dan video operasi nya disebar, demi sebuah kepopuleran dia sampe ngelakuin smua itu, gila sih menurut gue caranya engga banget, kalo artis sebenernya mah gak mungkin begini, dia sangking takut kebumingannya akan sosok lucinta luna redup makanya bikin sesuatu yg mengundang kegedekan para netizen, wagilaseh",instagram,0,0,0,0,semakin di buly dia semakin jaya dia sengaja buat netizen kesel dengan semua yang dia lakukan supaya apa supaya dia makin viral dan akhirnya tenar maka dari itu dia dengan sengaja buat postingan dengan caption yang menyebalkan atau kegiatan yang memancing emosi para netizen contohnya saja setingan brantem sama sahabatnya tidak tahu namanya siapa lupa tidak penting juga lah iya dinget bukan artis soalnya yang masalah foto dan video operasi nya disebar demi sebuah kepopuleran dia sampai ngelakuin semua itu gila sih menurut aku caranya tidak sekali kalau artis sebenernya mah tidak mungkin begini dia sangking takut kebuminganya akan sosok lucinta luna redup makanya buat sesuatu yang mengundang kegedekan para netizen wagilaseh
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1,heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol
"Tante Muda Cantik Pamer Jembut Lebat: FotoÃÂ Tante Muda Cantik Pamer Jembut Lebat,ÃÂ foto sex, foto panas, foto ng... http://bit.ly/1Rj4ZTUÃÂ ",twitter,1,0,0,0,tante muda cantik pamer jembut lebat foto tante muda cantik pamer jembut lebat foto seks foto panas foto ng
"banyak yang anggap lia itu gila tapi banyak juga yang jadi pengikutnya, setidaknya mereka hidup damai dan tidak barbar\n\nsama seperti yang kabur ke arab juga banyak pengikutnya, cuma bedanya, dia gila, pengecut, penipu, intoleran, intimidatif, penebar teror, raja hoak, teroris, barbar dan mesum dsb dalam negatif
",kaskus,0,0,0,1,banyak yang angap lia itu gila tapi banyak juga yang jadi pengikutnya setidaknya mereka hidup damai dan tidak barbar dan nsama seperti yang kabur ke arab juga banyak pengikutnya hanya bedanya dia gila pengecut penipu intoleran intimidatif penebar teror raja hoak teroris barbar dan mesum dan sebagainya dalam negatif
@ekha12rachma lah dia kluar dari rahim ibu ya? Gw kira dri jelmaan siluman. Bntr lg smua yg plastikan dari badan nya bakal mleber.,instagram,0,0,0,0,lah dia kluar dari rahim ibu iya aku kira dari jelman siluman bntr lagi semua yang plastikan dari badan nya bakal mleber
"[quote=rallitek;5a79229b1ee5df6c218b4573]Sdh kehendak alam gan[/quote]\n\nGak jaminan kehendak alam Gan.\n\nKehendak alam itu yang kemaren Gedung Bursa Efek, Mezannine nya rubuh.\n\nKalo longsor itu penyakit ulah sendiri.\nDari hujan dan banjir, maupun resapan tanah sekitar.\n\nGak di antisipasi lagi.\nBertahun2 Jakarta gak banjir mau gimana juga, sekarang banjir lagi kan?\nMati kena banjir or longsor karena banjir ya ulah Anies Sandi. Tapi gpp, yang penting masuk sorga, udah milih pemimpin seiman.\n\nDulu Ahok berbulan2 sebelum nya udah siap prepare ini itu, kalo yang ini sibuk wacana, sibuk wacana tanah abang, wacana becak lah, Rusun 0% yang cicilan 2 jt sebulan buat warga miskin.\n\nBanjir dan Hujan gak akan dateng dadakan macem gempa bumi.
",kaskus,0,0,0,0,dan ngak jaminan kehendak alam juragan dan nkehendak alam itu yang kemarin gedung bursa efek mezanine nya roboh dan nkalo longsor itu penyakit ulah sendiri ndari hujan dan banjir maupun resapan tanah sekitar dan ngak di antisipasi lagi nbertahun jakarta tidak banjir mau bagaimana juga sekarang banjir lagi kan nmati kena banjir atau longsor karena banjir iya ulah anies sandi tapi tidak apa apa yang penting masuk surga sudah milih pemimpin seiman dan ndulu ahok berbulan sebelum nya sudah siap prepare ini itu kalau yang ini sibuk wacana sibuk wacana tanah abang wacana becak lah rumah susun yang cicilan juta sebulan buat warga miskin dan nbanjir dan hujan tidak akan datang dadakan macam gempa bumi
"@ori0riori nih tips biar ga dingin. bawa satu buah kompor beserta gas nya. nah trus lu duduk di atas kompor. habis tu lu idupin dah tu kompor, dijamin bakal nyutnyutan dah tu bokong lu. oke sekian",instagram,0,0,0,0,ini tips biar tidak dingin bawa satu buah kompor beserta gas nya nah terus kamu duduk di atas kompor habis tu kamu idupin sudah tu kompor dijamin bakal nyutnyutan sudah tu bokong kamu oke sekian
"lebih baik merdeka untuk kehidupan rakyat Papua sendiri yang lebih baik, daripada diinvasi sama hama2 Jawa.
",kaskus,0,1,0,0,lebih baik merdeka untuk kehidupan rakyat papua sendiri yang lebih baik daripada dinvasi sama hama jawa
.... Kok negara yg lebih dari kafir yg diikuti.... Katanya ganyang cina tapi pake sajaknya.....  Ini Gerindra kok gobloknya tdk ketulungan ya.... Memalukan ..!!!,twitter,0,1,1,1,kok negara yang lebih dari kafir yang dikuti katanya ganyang cina tapi pakai sajaknya ini gerindra kok gobloknya tidak ketulungan iya memalukan
"@sisca.amora setuju banget yes. Duda cere hidup brarti rumtang sblmnya ga berhsil, eh nikah lagi lebih muda umurnya centes kriuk lagi.",instagram,0,0,0,0,amora setuju sekali yes duda cere hidup brarti rumtang sblmnya tidak berhsil eh nikah lagi lebih muda umurnya centes kriuk lagi
"Yg usir penjjh kafir dr ind adlh pr  mujahid ""@lea_tanjung: Dia pikir negeri ini  @absolutia: @itjbandung muslim yg songong silahkn minggat""",twitter,0,0,0,0,yang usir penjh kafir dari ind adalah pr mujahid dia pikir negeri ini muslim yang sombong silahkn mingat
@bekyunex Di papua?? Putih dong ya kulit kamu/? Wkwk. Lucu dari mana elah/? Pake emot laen pan banyak-_-. Emot monyet kek/gg wkwk,twitter,0,0,0,0,di papua putih dong iya kulit kamu tertawa lucu dari mana elah pakai emot laen pan banyak emot monyet seperti tidak tertawa
"Dalam waktu 30 menit yg bisa dihafal ayat perangi, bunuh, penggal, dan pancung batang leher kafir, lalu ledakan bom https://twitter.com/republikaonline/status/769474541839978496ÃÂ Ã¢ÂÂ¦",twitter,0,1,1,1,dalam waktu menit yang bisa dihafal ayat memerangi bunuh pengal dan pancung batang leher kafir lalu ledakan bom
"jangan lengah umat muslim, tetap persatu ukhuwah islamiyah.\numat budha tidak akan senang, hingga kalian mengikuti agama mereka :marah \n\n[img]https://s.kaskus.id/images/2018/01/13/9973592_20180113081839.jpg[/img]
",kaskus,0,1,0,1,jangan lengah umat muslim tetap persatu ukhuwah islamiyah numat budha tidak akan senang hinga kalian mengikuti agama mereka marah dan dan
"jihad mania RT @wibyapriyan: @kakakharisma ayo berangkat ""@detikcom: Bom Bunuh Diri di Masjid Sunni Irak, 20 Orang Tewas http://de.",twitter,0,0,0,0,jihad mania rt berangkat bom bunuh diri di irak tewas
"bule kapir pedopil... pasti kristod bgt nih... secara pastur doyan bgt garap bocah laki2....
",kaskus,0,0,0,1,bule kapir pedofil pasti kristod sekali ini secara pastor doyan sekali garap bocah laki
Pasukan nasi bungkus....naik kereta miskin bgtÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ ha-ha-ha....keren dikit naik pesawat kek,instagram,0,0,0,0,pasukan nasi bungkus naik kereta miskin sekali tertawa tertawa tertawa keren dikit naik pesawat seperti
"@Agnez_Agatha Panjang 29cm, berurat, tegang, dan penuh dng peju!..Malam ini kontol aku buat kamu, dear.. #sange #memek #ngentot #horni #sex",twitter,1,0,0,0,panjang cm berurat tegang dan penuh dng peju malam ini kontol aku buat kamu dear sange memek sengama horni seks
"yg gue masih bingung tuh ya apa sih kenapa sih harus ngotot, iya tauu khilafah ajaran rasulullah.. tapi demokrasi yg sudah berjalan 72 tahun ini jg sudah dirumuskan matang2 agar sejalan dengan segala nilai agama",twitter,0,0,1,0,yang aku masih bingung itu iya apa sih kenapa sih harus ngotot iya tahu khilafah ajaran rasululah tapi demokrasi yang sudah berjalan tahun ini juga sudah dirumuskan matang agar sejalan dengan segala nilai agama
ogah ! RT @HerBramasta Ayo ikuti saya RT @anggallagher: astajim ojan ojannn.. RT @HerBramasta AYOOO JIHAD!!!! Kita bom bunuh diri!!!!,twitter,0,0,1,0,tidak mau rt ayo ikuti saya rt astajim ojan ojan rt ayo jihad kita bom bunuh diri
"[quote=ziegel.panths;5b2bda30a09a3916518b4567]Kegiatan yg bermanfaat ini gan[/quote]\n\nKegiatan dungu seperti ini apa manfaatnya cuk selain hanya membuang waktu..\n\n:wakaka Bocah2 dungu..
",kaskus,0,0,0,0,dan nkegiatan bodoh seperti ini apa manfatnya anjing selain hanya membuang waktu dan dan wakaka bocah bodoh
"Dr cwo trs jdi cwe trs fulgar. Menjelekan norma cewek saja. Klo dr cowo trs jd cewe pke hijab yg cntik yg positif monggo.. Stdkny lbh mnghormati lh.. Udh jd cewe, penampilan fullgar.",instagram,0,0,0,0,dari cowok terus jadi cewek terus fulgar menjelekan norma cewek saja kalau dari cowok terus jadi cewek pakai hijab yang cntik yang positif mongo stdkny lebih mnghormati lh sudah jadi cewek penampilan fulgar
"Pokoknya kalo bukan pendukung Jokoei 2 periode itu harus di cap dg; MAKAR, RADIKAL, PENEBAR KEBENCIAN, INTOLERAN, TUKANG HOAX, TUKANG FITNAH, ANTI NKRI, ANTI PANCASILA, GANTI SYSTEM/KHILAFAH, dll. https://www.facebook.com/1366442328/posts/10212930126152347/ÃÂ Ã¢ÂÂ¦",twitter,0,1,1,0,pokoknya kalau bukan pendukung jokoei periode itu harus di cap dengan makar radikal penebar kebencian intoleran tukang palsu tukang fitnah anti negara kesatuan republik indonesia anti pancasila ganti system khilafah dan lainlain
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1,heh kontol jan sok pemes kamu di rp muka seperti memek orang tua kamu seperti monyet agama kamu aje agama kontol
"JASA UP FOLLOWERSSS!!!
LIKE & VIEW 
1000 FOLLOWERS 30K
1000 LIKE 15K
1000 VIEW 30K
OPEN RESELLER , langsung DM Ã°ÂÂÂ²
Murah,aman,terpercaya dan proses cepat Ã°ÂÂÂ
Proses hanya membutuhkan user name tanpa meminta akun pembeli Ã°ÂÂÂ
Pembayaran bisa via ATM/Pulsa no rate .
Minat chat me Ã°ÂÂÂ²Ã¢ÂÂºÃ¯Â¸Â",instagram,0,0,0,0,jasa up folowers suka view folowers k suka k view k open reseler langsung pesan langsung murah aman terpercaya dan proses cepat proses hanya membutuhkan user name tanpa meminta akun pembeli pembayaran bisa lewat anjungan tunai mandiri pulsa nomor rate minat chat me
"@dewivania sama gw aja syg..kontol gw udah ngaceng bgt neh dr td..minta di sepong,gw masuk kamar lu yah..?",twitter,1,0,0,0,sama aku saja sayang kontol aku sudah ngaceng sekali neh dari tadi minta di sepong aku masuk kamar kamu yah
BULLSHIT INI AKUN NAMANYA CYBER ARMY TAPI MANA TINDAKAN KALIAN? UDAH ATTACK BRAPA KALI HAH,instagram,0,0,0,0,bulshit ini akun namanya cyber army tapi mana tindakan kalian sudah atack brapa kali hah
jaman sekarang bener2 udah terbalik ya yang cewek ingin jadi cowok begtu juga yg cowok ingin jadi cewek ga bersyukur dgn kodratnya masing2,instagram,0,0,0,0,zaman sekarang bener sudah terbalik iya yang cewek ingin jadi cowok begtu juga yang cowok ingin jadi cewek tidak bersyukur dengan kodratnya masing
Ya ampun pagi2 dah ngebully banci habis bancinya sih minta di bully juga khan @lucintaluna,instagram,0,0,0,1,iya ampun pagi sudah intimidasi banci habis bancinya sih minta di buly juga kan
"Cerita 17 tahun www memek sempit com: Klik pada gambar untuk memperbesar

Wuihh....kalo ini memeknya punya ABG A... http://bit.ly/ewTiBr",twitter,1,0,0,0,cerita tahun w memek sempit com klik pada gambar untuk memperbesar wuih kalau ini memeknya punya abg a
"Murtad ..kapirr.musrik layak dibunuh darah nya halal itu aja comment ny :cool gue pribumi loe mau apa 
",kaskus,0,0,1,1,murtad kapir musrik layak dibunuh darah nya halal itu saja coment ny col aku pribumi kamu mau apa
"Apa bedanya dg pelaku bom Manchester..?
Ortu takut mati, ngungsi ke negara kafir, ditampung dg aman, sampai pny anak.
Anaknya gede ngebom... https://twitter.com/Mentimoen/status/868027707954679809ÃÂ Ã¢ÂÂ¦",twitter,0,1,1,1,apa bedanya dengan pelaku bom manchester orang tua takut mati ngungsi ke negara kafir ditampung dengan aman sampai punya anak anaknya besar ngebom
"Dasar tak tau berhitung si goblok yg punya status , bilang Pak Jokowi ini & itu.

Dibilang hrg minyak 200 rb di Papua.
Udh jelas2 di nota hrg / ltr 8 rb, dia beli 25 ltr.
 
Jadi 25 ltr * Rp. 8000,- = Rp. 200.000,-

Apa dia sengaja ya buat... https://www.facebook.com/100005521051449/posts/887029421491085/ÃÂ Ã¢ÂÂ¦",twitter,0,0,0,1,dasar tidak tahu berhitung sih bodoh yang punya status bilang pak jokowi ini itu dibilang harga minyak ribu di papua sudah jelas di nota harga ltr ribu dia beli ltr jadi ltr rp rp apa dia sengaja iya buat
"Cinta NKRI kok adu otot disitu, Ke Papua ada OPM bersenjata ingin pisah dari NKRI lek, kesana aja bagusan. 
Saya ga merasa terancam tuh dgn #2019gantipresiden gak ngefek, saya suka jokowi tp saya butuh presiden baru https://www.facebook.com/1218678018/posts/10212648900236949/ÃÂ Ã¢ÂÂ¦",twitter,0,0,0,0,cinta negara kesatuan republik indonesia kok adu otot di situ ke papua ada organisasi papua merdeka bersenjata ingin pisah dari negara kesatuan republik indonesia lek ke sana saja bagusan saya tidak merasa terancam itu dengan gantipresiden tidak ngefek saya suka jokowi tapi saya butuh presiden baru
"Ih April (ÃÂ¬-ÃÂ®ÃÂ¬) RT @aprieltumorang: Bayar che.co pun ga mampu loooh, mas bayar pake remas tetek aja boleh, sumpa ga ada duit loh :(",twitter,1,0,0,0,ih april rt bayar che co pun tidak mampu lho mas bayar pakai remas tetek saja boleh sumpa tidak ada uang lho sedih
"Wtc=building demolition, bom bali=mikro nuklir, bom panci low>bom k melayu hight, fitna terorisme buatan orang kafir dg menunggangi awam.",twitter,0,1,1,1,wtc building demolition bom bali mikro nuklir bom panci kalau bom ke melayu hight fitna terorisme buatan orang kafir dengan menungangi awam
"@Joko_Tak_uk_uk si kafir yahudi itu yg pngecut,gk brani perang darat trbuka! Braninya cm lmpar bom dr psawat,banci itu!! Paham tak uk uk?hhe",twitter,0,1,1,1,sih kafir yahudi itu yang pngecut tidak brani perang darat trbuka braninya hanya lmpar bom dari psawat banci itu paham tidak uk uk he
"Jangan Hidup sprti kertas ketika di remas akan rusak & tidak bisa kmbali lgi.
Hiduplah Seperti TETEK,walau di remas tetep indah dan gemesin.",twitter,1,0,0,0,jangan hidup seperti kertas ketika di remas akan rusak tidak bisa kmbali lagi hiduplah seperti tetek walau di remas tetap indah dan gemesin
"[img]https://s.kaskus.id/images/2018/06/23/432753_20180623121353.jpg[/img]\n\nkelakuan driver senior gocar nih.wkwkwkwkwk....orang mau cari rejeki di gocar kok dihalangin.mending loe suru gocar aja tutup pendaftaran bray,ketauan ga nambah dosa loe nipu orang yg mau daftar gocar
",kaskus,0,0,0,0,driver senior gocar ini wkwkwkwkwk orang mau cari rezeki di gocar kok dihalangin lebih baik kamu suru gocar saja tutup pendaftaran bray ketahuan tidak nambah dosa kamu tipu orang yang mau daftar gocar
"""#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing""",twitter,0,0,0,1,matanajwadebatjakarta pak anies sudah meningalkan ketenangan dan ketulusanya dalam debat malam ini mjd agitatif dan licik semoga kalah kamu anjing
"Grosir kartu kuota Ã°ÂÂÂ¦Minimal order 20pcs
Ã¢ÂÂ¡Tsel 30GB = 45k
Ã¢ÂÂ¡XL 30GB = 42k
Ã¢ÂÂ¡IM3 36GB = 50k
Ã¢ÂÂ¡Axis 25GB = 37k
Ã°ÂÂÂAll 3G/4G
Ã¢ÂÂ¡JOIN AGEN
order DM/WA Ã°ÂÂÂ082259952329",instagram,0,0,0,0,grosir kartu kuota minimal pemesanan pcs tsel gb k xl gb k im gb k axis gb k al g g join agen pemesanan pesan langsung whatsap
ALLHAMDULILLAH TEMEN2KU BERHASIL ^_^ Jerawat temen2ku hilang juga hanya dalam 3x pakai masker Kece Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ mau tau masker Kece nya? klik link di Bio aku yah ... oiyah ada diskon free ongkir seluruh indonesia lets goo Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,instagram,0,0,0,0,alhamdulilah temenku jerawat temenku juga hanya dalam x pakai masker tahu masker kece nya klik link bio aku diskon gratis ongkos kirim indonesia lets go
"@pubgmedia.id sama gan, kesel juga klo baca berita2 hoax, menyerang kubu2 tertentu.",instagram,0,0,0,0,id sama juragan kesel juga kalau baca berita palsu menyerang kubu tertentu
