No;answer;1-FR;2-GI;3-PI;4-DM;5-EDTRB;6-RE;;;;;;;;;;;;;;;;;
446;Halo Dessy,  Tuberkulosis atau TB  bisa menyerang berbagai sistem organ di tubuh. TB paru adalah jenis yang terbanyak, namun TB ekstraparu juga bisa menjadi permasalahan yang serius, misalnya : TB pleura TB kelenjar getah bening TB selaput dan parenkim otak TB tulang dan persendian TB kulit TB usus TB ginjal dan sebagainya TB tulang paling sering ditemukan pada tulang belakang pada area toraks, yang dikenal dengan istilah  penyakit Pott . Meskipun demikian, tidak menutup kemungkinan TB bisa menyerang tulang lainnya.  Perlu Anda ketahui, penularan kuman TB terjadi melalui percikan air liur dari penderita TB saat bersin ataupun batuk. Semakin sering dan lama berinteraksi dengan penderita, maka semakin besar risiko terjadinya penularan. Oleh karena itu, berikut beberapa langkah pencegahan yang bisa diterapkan : batasi kontak dengan penderita bagi penderita, kenakan masker yang menutupi hidung dan mulut, terutama ketika bersin ataupun batuk bagi non-pernderita, kenakan masker ketika berinteraksi dengan penderita TB, pastikan menutupi hidung dan mulut secara sempurna biasakan mencuci tangan secara teratur bukalah pintu dan jendela di rumah setiap pagi hari agar sirkulasi udara baik dan sinar matahari bisa masuk ke rumah bagi bayi, pastikan telah dilakukan vaksinasi BCG Umumnya, setelah pengobatan dengan obat antituberkulosis (OAT) secara rutin selama 2- 3minggu, TB telah berhenti menular. Meskipun demikian, pengobatan harus terus dilanjutkan sesuai petunjuk dokter, setidaknya selama 6 bulan. Ikutilah anjuran pengobatan yang diberikan dokter yang menangani Anda dan kontrol diwaktu yang telah ditetapkan. Demikian, semoga bermanfaat dr. LIli;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
447;Halo Sherenna,Kelenjar getah bening merupakan gumpalan jaringan, kira-kira seukuran kacang dan merupakan 'rumah' bagi banyak sel darah putih. Kelenjar ini terdapat pada seluruh tubuh dan merupakan bagian penting dalam kekebalan tubuh manusia.  Kelenjar ini membengkak  jika tubuh merespon terhadap infeksi atau peradangan. Dengan kata lain setelah infeksi atau peradangan mereda, kelenjar ini kembali normal.Untuk pertanyaan anda tentang benjolan tersebut merupakan kelenjar getah bening atau tidak, tentu saya tidak bisa menjawabnya, karena diagnosa hanya bisa ditegakkan setelah ada pemeriksaan LANGSUNG dengan dokter dan dilakukan pemeriksaan penunjang.Akibat jika ada benjolan kelenjar getah bening di kepala tidak ada hal yang cukup membahayakan. Kelenjar getah bening tidak menyebabkan masalah yang dapat membuat aktifitas kita terganggu.Untuk mencari tahu penyebab dari masalah anda, sebaiknya anda berkonsultasi dengan dokter spesialis syaraf dahulu untuk memeriksakan gangguan syaraf yang anda alami seperti sakit kepala, penurunan kesadaran, gampang kecapekan, dsb.Sementara anda dapat meminum obat anti nyeri dari dokter atau yang dijual bebas di pasaran seperti parasetamol.Diskusi  ini  mungkin dapat memberi masukan juga untuk anda.Semoga membantu,Dr. Yosephine U. L. Simanungkalit;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
448;Halo Ind,Kram perut saat hamil bisa merupakan hal yang normal karena adanya tekanan pada otot, sendi, dan pembuluh darah. Selain itu kram perut saat hamil juga bisa disebabkan karena peregangan ligamen yang menopang rahim, adanya gas yang berlebihan di perut, kelelahan, serta karena hubungan intim yang dilakukan.Meskipun kram perut tergolong hal yang umum terjadi saat hamil, namun jika kram perut disertai dengan flek, perdarahan, keputihan berbau, nyeri saat buang air kecil, muntah berlebihan, demam, dan gejala lainnya, maka kram perut harus diwaspadai.Kram perut yang disertai dengan gejala lain bisa disebabkan karena tanda keguguran, kehamilan di luar rahim, kista ovarium, batu ginjal, infeksi saluran kemih, atau masalah lain di luar kehamilan. Jika Anda mengalami kram perut yang hebat atau disertai dengan gejala di atas, sebaiknya Anda memeriksakan diri ke dokter kandungan agar dilakukan pemeriksaan lebih lanjut untuk mengetahui penyebab kram perut serta melihat kondisi kehamilan dan janin Anda sehingga ANda bisa diberikan penanganan yang tepat.Anda bisa melakukan beberapa tips berikut untuk membantu mengurangi kram perut:   Istirahat cukup dan hindari aktivitas berat yang menyebabkan kelelahan   Duduk selonjor atau duduk dengan posisi kaki diluruskan   Perbanyak minum air putih   Lakukan latihan pernapasan dan relaksasi   Lakukan hubungan intim dengan santai dan perlahan Berikut informasi yang dapat anda baca untuk menambah wawasan: Kram perut saat hamil Terimakasih dan semoga membantu,dr. Devika Y;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
449;Halo Ahmad,  Terima kasih atas pertanyaannya. Kondiloma akuminata atau  kutil kelamin  adalah salah satu infeksi menular seksual yang disebabkan oleh infeksi human papilloma virus (HPV). Pada banyak kasus, kutil ini tidak menimbulkan rasa tidak nyaman atau nyeri. Namun, jika kutil ini bertambah besar, kutil ini dapat menyebabkan iritasi, rasa gatal, dan terkadang berdarah.  Beberapa cara pengananan kutil ini adalah: obat oles. Obat oles biasanya digunakan untuk kutil yang berukuran kecil yang terletak pada kulit termasuk di sekitar area anus. Trichloroacetic acid (TCA) merupakan salah satu obat oles yang biasanya digunakan oleh dokter. operasi cryotherapy, yaitu penanganan kutil dengan menggunakan nitrogen cair untuk membekukan kutil sehingga mudah diangkat electrocautery, yaitu penanganan kutil dengan menggunakan ebergi listrik untuk membakar kutil laser Silakan Anda konsultasikan hal ini dengan dokter spesialis kulit dan kelamin mengenai penanganan yang terbaik untuk Anda. Benjolan pada anus yang berdarah dan disertai dengan munculnya nanah dapat disebabkan oleh: wasir  yang terinfeksi abses perianal fistula ani  , yang biasanya disebabkan oleh abses kutil kelamin yang tumbuh pada anus Silakan Anda berkonsultasi dengan dokter terlebih dahulu karena untuk memastikan penyebabnya dokter perlu melakukan pemeriksan pada benjolan yang Anda maksud. Setelah pemeriksaan ini, dokter akan menentukan penanganan selanjutnya termasuk merujuk ke dokter spesialis bila perlu. Semoga informasi ini berguna. Dr. Aloisia;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
450;Alo, terimakasih atas pertanyaannya. Pertumbuhan jaringan di payudara pada wanita yang belum pernah menyusui diregulasi utamanya oleh hormon estrogen dan progesteron. Hormon ini diproduksi secara fluktuatif dalam tubuh, sehingga membuat payudara terkadang bisa membesar dan terasa lebih penuh, namun bisa juga sebaliknya, tampak kempis dan mengendur. Di samping itu, pertumbuhan jaringan payudara ini juga banyak dipengaruhi oleh faktor genetik, asupan gizi, aktifitas yang dijalani, gaya hidup, usia, dan status kesehatan secara umum. Memang, menurut beragam penelitian, asupan isoflavon yang cukup bisa membuat payudara bertumbuh lebih pesat, hingga membesar dan terasa lebih penuh. Akan tetapi, tentu hal ini saja tidak cukup untuk membuat payudara Anda membesar secara permanen. Idealnya, Anda mengimbangi juga hal ini dengan: Konsumsi variasi makanan lain yang seimbang nilai gizinya Aktif berolahraga, terutama untuk mengencangkan dan membesarkan otot dada, semisal dengan berenang, yoga, push up, angkat beban Jangan berlebihan makan makanan instan dan olahan Jaga berat badan agar ideal Tidak sembarangan mengkonsumsi atau mengoleskan obat, jamu, dan suplemen lain untuk memperbesar payudara tanpa konsultasi dulu ke dokter Dalam ranah medis, di samping dengan langkah di atas,  memperbesar payudara  bisa juga dilakukan dengan operasi dan pemasangan implan, pemberian suplemen atau krim khusus, dan sebagainya. Jika Anda sudah berupaya menjalani langkah di atas dan hasilnya belum memuaskan, jangan sungkan periksa ke dokter atau  dokter bedah  terdekat agar diberikan solusi terbaiknya ya.. Semoga membantu.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
451;"Hai Ikhsan, Angina atau angin duduk  merupakan kondisi saat penderitanya mengalami nyeri pada dada akibat kurangnya pasokan darah ke jantung. Kondisi ini disebabkan akibat adanya penyempitan atau pengerasan pada pembuluh darah. Berikut adalah gejala angina:   nyeri dada, seperti tertindih benda berat, bisa dijalarkan hingga lengan kiri, punggung, rahang, dan leher   sesak nafas   tubuh terasa lelah   mual   pusing   gelisah   mengeluarkan keringat berlebih Berdasarkan penyempitan pembuluh koroner, angina dibagi menjadi dua jenis:   Angina stabil : penyempitan dipicu oleh aktivitas fisik, seperti olahraga, merokok, stres, makan berlebih, dan udara dingin. Umumnya berlangsung \u0026lt; 5 menit dan berkurang dengan istirahat dan konsumsi obat antiangina   Angina tidak stabil : penyempitan akibat timbunan lemak atau pembekuan darah yang mengurangi atau menghalangi aliran darah menuju jantung. Tidak berkurang dengan istirahat ataupun konsumsi obat antiangina. Kondisi ini merupakan kondisi berbahaya karena bila tidak ditangani bisa berkembang menjadi serangan jantung. Berikut adalah faktor-faktor yang menyebabkan angina dan seharusnya dapat dikontrol :   kolesterol tinggi   penyakit diabetes   hipertensi/ tekanan darah tinggi   stres   obesitas   merokok   kurang olahraga, lakukan olahraga ringan seperti berjalan kaki 20 menit Diagnosis angina berdasarkan wawancara riwayat penyakit dan pemeriksaan fisik oleh dokter, selanjutnya dikonfirmasi oleh tes tambahan, seperti EKG dan tes protein jantung. Apabila nyeri dada muncul kembali, segeralah mencari pertolongan dokter/rumah sakit.Berikut beberapa cara mencegah kekambuhan angina:   konsumsi makanan bergizi seimbang, perbanyak makanan yang mengandung serat   lakukan olahraga ringan secara teratur   istirahat cukup   hindari dan kelola stres dengan bijak   lakukan penurunan berat badan apabila Anda obesitas   hindati asap rokok (baik sebagai perokok aktif ataupun pasif)   batasi konsumsi minuman keras   selalu kontrol kadar gula darah, kadar kolesterol, dan tekanan darah Baca juga  gejala penyakit jantung Demikian, semoga membantu yadr. Lili";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
452;Alo! Terimakasih telah menggunakan layanan konsultasi Alodokter MPASI atau makanan pendamping ASI diberikan pada bayi di usia 6 bulan. Di usia tersebut, bayi membutuhkan lebih banyak kalori dan nutrisi untuk pertumbuhan dan perkembangannya. Susu saja tidak dapat mencukupi kebutuhan nutrisi bayi di usia tersebut. Apabila bayi anda mengkonsumsi susu formula, anda mulai bisa mengganti susu yang diformulasikan khusus untuk bayi usia 6 bulan ke atas. Anda tidak perlu khawatir, karena komponen susu tidak akan berubah. Terdapat berbagai jenis dan tingkatan pada susu formula yang dikhususkan di setiap tahapan usia bayi. Hal tersebut disebabkan bayi memiliki kebutuhan yang berbeda beda di setiap tahap pertumbuhannya.  Bila perlu, anda dapat melakukan konsultasi secara langsung dengan ahli gizi atau dokter spesialis anak terdekat agar mendapatkan informasi yang lebih lengkap. Demikian informasi yang dapat kami sampaikan, semoga membantu;1;0;1;0;1;1;;;;;;;;;;;;;;;;;
453;Hallo Anditanry1, terima kasih telah bertanya di Alodokter :') Sebelumnya yang ingin saya tanyakan, bekas jahitan dialat vital manakah yang anda maksudkan ? apakah anda baru saja melakukan sirkumsisi atau sunat ? Adanya nanah pada suatu luka jahitan dibagian tubuh manapun, menandakan bahwa adanya infeksi sekunder yang disebabkan oleh bakteri pada luka jahitan tersebut. Kondisi ini biasanya muncul karena dipengaruhi oleh : Cara perawatan luka yang kurang baik dan bersih Kurang terjaganya kebersihan disekitaran area luka jahitan Terpaparnya luka jahitan dengan lingkungan atau benda yang kotor atau infeksius Penanganan adanya infeksi bakteri ini adalah tentunya dengan obat antimikroba atau antibakteri yang dapat berupa antibiotik topikal (oles) maupun antibiotik oral. Pemilihan sediaan antbiotik untuk penanganan infeksi sekunder ini biasanya bergantung dari kondisi luka yang mengalami nanah, serta kondisi umum pasien. Diperlukan pemeriksaan fisik secara langsung dan juga pemeriksaan penunjang seperti pemeriksaan darah (jika diperlukan) untuk dapat membantu menegakkan diagnosis pasti keluhan yang anda alami, sehingga anda pun bisa mendapatkan pengobatan yang paling tepat. Oleh karena itu, sebaiknya segera periksakan diri anda ke dokter untuk dilakukan pemeriksaan dan penanganan lebih lanjut. Sebab penggunaan antibiotik tidak dapat sembarangan penggunaan, tanpa anjuran atau resep dari dokter. Beberapa hal yang dapat anda lakukan dirumah : Bersihkanlah selalu luka jahitan dengan baik dan benar Hindari paparan dengan lingkungan luar Jangan memanipulasi luka bekas jahitan tersebut dengan menyentuh atau memegangnya Selalu biasakan mencuci tangan sebelum dan sesudah merawat luka bekas jahitan Semoga informasi ini bermanfaat :')  - dr. Lia N. Amalina;1;1;1;1;1;0;;;;;;;;;;;;;;;;;
454;Alo Nirma ningtyasih, Terima kasih atas pertanyaannya. Kopi maupun minuman berkafein lainnya tidak dianjutkan untuk diberikan pada bayi dan anak-anak. Konsumsi minuman berkafein dapat meningkatkan tekanan darah, denyut jantung, dan meningkatkan risiko terjadinya kejang atau gangguan iram jantung. Selain itu, kandungan gula di dalam kopi juga dapat meningkatkan risiko kesehatan bagi anak terutama jika berlebihan. Jika kopi sudah diminum oleh bayi, maka yang dapat Anda lakukan adalah memberikan minuman dengan cukup untuk bayi Anda dan menunggu kopi ini dikeluarkan dari ginjal dengan sendirinya. Silakan monitor juga gejala anak. Jika anak mengalami gejala perut kembung atau muntah terus, silakan segera membawa anak ke dokter anak terdekat agar dapat diperiksa dulu sebelum diberikan penanganan selanjutnya. Tetapi, jika anak tidak mengalami gejala apapun, anak masih aktif dan masih mau menyusui, Anda tidak perlu khawatir karena efek kafein dalan kopi akan menghilang dengan sendirinya. Di kemudian hari, hindari pemberian kopi untuk anak Anda. pastikan anak Anda dirawat oleh orang yang dapat Anda percaya. Semoga informasi ini membantu Anda.;1;0;1;0;1;1;;;;;;;;;;;;;;;;;
455;Alo Fitri, terima kasih telah menggunakan layanan Alodokter. Abses Tubo Ovarial (ATO) adalah radang bernanah yang terjadi pada ovarium dan atau tuba fallopii pada satu sisi atau kedua sisi adneksa. Penanganan dapat berupa pemberian antibiotik dan bila perlu dilanjutkan  laparatomi,  SO unilateral, atau pengangkatan seluruh organ genetalia interna. Setiap prosedur memiliki resiko dan komplikasi masing-masing.Beberapa resiko yang bisa terjadi sesaat setelah operasi adalah: Terhentinya gerakan peristaltik usus (ileus paralitik). Penumpukan nanah di dalam organ tubuh (abses). Infeksi pada luka operasi. Terbukanya jahitan pada dinding perut. Terbentuknya lubang pada saluran cerna (enterocutaneous fistula/ ECF). Obstruksi usus. Perdarahan Menstruasi berlebih yang Anda alami bisa saja disebabkan oleh efek setelah operasi, atau dapat disebabkan oleh penyakit lain, seperti kista ovarium, miom, polip rahim, PCOS, stress, gangguan pembekuan darah, dan penyakit menular seksual. Apabila perdarahan ini terus berlangsung, dan mempengaruhi aktivitas Anda, saya sarankan Anda untuk kembali berkonsultasi ke  dokter spesialis kebidanan dan kandungan  yang mengoperasi Anda sebelumnya, agar dapat dilakukan pemeriksaan secara menyeluruh, seperti tanya jawab, pemeriksaan tanda vital, pemeriksaan fisik bekas operasi, pemeriksaan alat genital, dan pemeriksaan penunjang bila perlu seperti pemeriksaan laboratorium darah rutin, USG, sehingga dapat diberikan penanganan yang sesuai dengan diagnosis Anda. Adapun hal-hal yang Anda dapat lakukan saat ini adalah: Menjaga luka bekas operasi agar tetap bersih dan kering Tidak menyentuh atau menggaruk luka bekas operasi dengan menggunakan tangan yang tidak steril Menghindari stres Mengkonsumsi makanan bergizi Istirahat yang cukup Tidak melakukan aktivitas yang terlalu berat Demikian informasi yang dapat saya berikan, semoga dapat membantu Anda.;1;0;1;0;1;0;;;;;;;;;;;;;;;;;
456;Alo Santiago, terimakasih sudah bertanya ke Alodokter. Perkenalkan saya dr.Rio akan menjawab pertanyaan anda. Dari keluhan yang anda sampaikan, mata kabur adalah hilangnya ketajaman penglihatan dan ketidakmampuan untuk melihat suatu benda secara mendetail. Keadaan ini bisa terjadi pada kedua mata maupun salah satunya. Pandangan kabur/mata kabur dapat disebabkan oleh beberapa hal. Beberapa penyebab mata kabur yaitu: Gangguan mata refraktif. Pada keadaan iniseseorang membutuhkan bantuan kacamata agar bisa melihat jarak jauh atau pun dekat. Kondisi ini dapat terjadi karena perubahan bentuk bola mata, bentuk kornea, atau terdapat gangguan lensa mata. Katarak.  Katarak adalah kondisi yang membuat bagian lensa mata menjadi buram dan menghalangi cahaya mencapai retina, sehingga mengakibatkan penglihatan mata menjadi kabur. Degenerasi makula. Keadaan initerjadi pada mata seiring bertambahnya usia, yang menyebabkan kehilangan penglihatan di lapang pandang bagian tengah akibat rusaknya makula, yaitu daerah di sekitar retina mata yang berfungsi untuk meningkatkan ketajaman penglihatan. Glaukoma.  Glaukoma merupakan penyakit mata yang disebabkan oleh tekanan berlebih pada bola mata, yang mengakibatkan saraf mata menjadi rusak secara permanen. Infeksi mata. Penggunaan lensa kontak yang tidak benar. Penderita diabetes berisiko terkenaretinopati diabetikyang menyebabkan terjadinya kerusakan pada pembuluh darah dan saraf di retina mata, sehingga pandangan mata menjadi kabur. Tekanan darah tinggi dapatmengakibatkan stroke mini pada mata yang disebut oklusi vena yang biasanya ditandai dengan pandangan mata kabur dan hanya menyerang satu mata saja. Untuk memastikan apakah kondisi mata anda dapat melihat lebih baik dari saat ini, perlu dilakukan pemeriksaan lebih lanjut pada mata anda. Oleh karena itu, sebaiknya konsultasikan keluhan anda ke dokter spesialis mata agar dapat dilakukan pemeriksaan lebih lanjut. Sekian jawaban yang dapat saya berikan. Terimakasih :);1;0;1;1;1;0;;;;;;;;;;;;;;;;;
457;"Halo, Gigi yang berlubang dan dalam kondisi  nyeri  bisa disebabkan karena :   infeksi gigi   kista gigi.   Gangren gigi.   Abses pulpa gigi.   dll. Penanganan sakit gigi di rumah  bisa dilakukan dengan :   Minum obat pereda nyeri seperti paracetamol.   Rajin menyikat gigi.   Berkumur dengan cairan antiseptik khusus mulut.   Lakukan flossing.   Pemberian cengkeh bisa membantu meredakan nyeri. Jika sangat mengganggu, dokter gigi bisa menjadi tujuan agar nyeri gigi Anda bisa diobati. Dalam kondisi nyeri tindakan pencabutan gigi sebaiknya dihindari. Dokter gigi akan memberikan alternatif pilihan berupa pemberian antibiotik dan anti radang serta memberikan obat ke dalam gigi yang nyeri dan menambalnya sementara.Jika nyeri mereda maka tindakan  pencabutan gigi  bisa dilakukan. Atau jika Anda berniat mempertahankan gigi Anda maka tindakan lain bisa dilakukan seperti ;   Menambal gigi.   Membuat jaket atau crown gigi.   Membuat gigi implan.   dll. Semoga bermanfaat. dr. Yusi";1;0;1;1;1;0;;;;;;;;;;;;;;;;;
458;Alo bunda terima kasih sudah bertanya kepada Alodokter dimana skincare dalam masa kehamilan juga penting karena terkdang perubahan hormon membuat kulit kita bisa cenderung semakin kering atau semakin berminyak dan tumbuhnya jerawat. nah  penggunaan skincare  juga sebaiknya harus berhati hati karena bisa menyerap kekulit yang dapat menganggu janin terutaman seperti kandungan merkuri, hydroquinon, retinoil. sebaiknya 3 produk ini untuk dihindari. dari produk yang anda gunakan sebenarnya masih dalam aman, yang tepenting sudah bebpom karena takaran kandungannya sudah diapstikan aman digunakan seperti salycid acid sebenarnya untuk ibu hamil tidak dibolehi namun jika kandungannya tidak melebih 2 % tidak masalah. nah seperti paraben merupakan bahan pengawet dan sebaiknya tidak boleh digunakan namun ada beberapa paraben aman digunakan dalam produk skincare seperti yang anda sebutkan karena kegunaanya untuk menjaga produk skincare tetap lebih awet dan terhindar dari kuman. jadi kesimpulannya selama produk yang anda gunakan terdapat masa kadaluarsa, adanya tulisan kandungan, sudah berbpom dan halal kemungkinan aman untuk anda gunakan ya bunda. namun untuk lebih pastinya bunda bisa menanyakan hal ini langsung dengan dokter kandungan bunda , karena dokter tersebut lebih memahamai kondisi keadaan bunda ya. demikian info yang bisa saya berikan terima kasih;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
459;Alo Amlia, Terima kasih atas pertanyaannya. Gejala gatal pada tubuh dapat terjadi di beberapa bagian tubuh atau seluruh bagian tubuh. Selain itu, gejala gatal juga dapat disertai dengan munculnya ruam merah, kulit kering, kulit menebal, atau kulit mengelupas. Gejala gatal pada tubuh dapat disebabkan oleh : biduran skabies gigitan kutu kasur kulit kering Cetirizine adalah obat golongan antihistamin yang digunakan untuk mengatasi gejala gatal karena reaksi alergi sedangkan calcifar adalah produk yang mengandung kalsium yang berfungsi untuk menunjang kebutuhan kalsium dalam tubuh. Cetirizine adalah golongan obat keras yang sebaiknya tidak digunakan sendiri tanpa anjuran dokter. Untuk suplemen kalsium, silakan saja Anda konsumsi tetapi produk ini tidak berkaitan dengan meredakan gejala gatal. Karena keterbatasan informasi dari Anda, saran saya silakan Anda amenggunakan aplikasi Alodokter yang dapat Anda unduh di Google Play Store atau App Store. Dokter perlu melakukan tanya jawab lebih lanjut mengenai gejala yang Anda alami dan Anda dapat mengirimkan foto kulit yang beruam gatal sehingga dokter dapat memberikan anjuran yang lebih tepat untuk Anda. Untuk saat ini silakan Anda hindari menggaruk kulit yang gatal. Anda dapat menggunakan bedak salisil atau losion kalamin untuk meredakan gatal sementara. Silakan tetap jaga kebersihan tubuh dengan mandi teratur, mencuci semua sprei dan sarung bantal guling serta selimut dengan air panas dan dijemur di bawah matahari, dan bila perlu gunakan jasa pembersih tungau dan kutu kasur. Semoga informasi ini membantu Anda.;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
460;Hai Green, Terimakasih telah bertanya ke Alodokter.   Perut yang terasa  kembung  disertai  diare  (BAB cair lebih dari 3x dalam sehari) bisa disebabkan oleh gangguan pada saluran pencernaan. Salah satu yang tersering adalah  gastroenteritis . Penyebabnya adalah infeksi virus atau bakteri (misalnya  Rotavirus, E. coli, Salmonella ) melalui konsumsi makanan atau minuman yang terkontaminasi. Selain mual dan diare, penderita bisa juga merasakan nyeri perut yang cukup mengganggu, demam, lemas, penurunan nafsu makan, keringat berlebih, dan berbagai keluhan lainnya. Mual dan diarea tersebut terjadi sebagai mekanisme pertahanan tubuk untuk mengeluarkan racun yang menumpuk di saluran pencernaan. Selain karena gastroenteritis, keluhan seperti yang Anda alami mungkin juga terjadi karena: Demam tifoid (tifus, infeksi bakteri Salmonella typhi) Kolitis (radang usus besar) GERD (penyakit refluks esofagus) Gastritis (radang mukosa lambung) Tukak lambung Amebiasis (infeksi saluran cerna oleh amuba) Apendisitis (radang usus buntu) Keracunan makanan Malabsorpsi (misalnya karena terlalu berlebihan mengkonsumsi makanan dengan pemanis buatan) Intoleransi (misalnya karena mengkonsumsi susu atau produk susu tertentu) Efek samping konsumsi obat, dan sebagainya Jika diare terjadi lebih dari 10x dalam sehari, atau muncul keluhan lain, seperti demam, muntah-muntah, BAB berdarah, dan nyeri perut hebat, sebaiknya Anda kunjung fasilitas kesehatan terdekat untuk pemeriksaan dokter lebih lanjut. Apabila diperlukan, dokter akan melakukan pemeriksaan laboratorium, rontgen, USG, atau kultur tinja guna menentukan penanganan yang tepat. Sebagai langkah awal: Kompres perut yang kembung dengan air hangat Biasakan mencuci tangan Makan secara teratur dengan porsi sedikit-sedikit tapi sering Batasi makan makanan yang pedas, berlemak, mengandung banyak gas (umbi-umbian, kol, sawi) Hindari makanan yang diolah dengan tidak higienis Perbanyak minum 10-12 gelas perhari untuk mencegah dehidrasi Hindari konsumsi obat mencret sembarangan tanpa petunjuk dokter Semoga membantu ya..   dr. Nadia Nurotul Fuadah;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
461;"Halo. Terima kasih atas pertanyaan yang disampaikan ke Alodokter. Kami dapat memahami kekhawatiran yang Anda rasakan. Terdapat beberapa kemungkinan yang dapat menimbulkan gejala-gejala sebagaimana yang Anda keluhkan. Akan tetapi, perlu dipahami bahwa diagnosis belum dapat ditegakkan sebelum dilakukan evaluasi dan pemeriksaan secara langsung oleh dokter. Kemungkinan-kemungkinan tersebut antara lain: Episode depresi  ringan, gejala: suasana perasaan ( mood ) sedih, minat dan kesenangan hilang, mudah lelah, penurunan aktivitas, rasa percaya diri berkurang, rasa bersalah dan tidak berguna, menarik diri dari pergaulan, ide-ide untuk melukai diri sendiri atau bunuh diri; gejala-gejala itu berlangsung paling tidak selama 2 minggu; mengakibatkan sedikit kesulitan dalam menjalankan pekerjaan dan aktivitas sosial, tetapi secara sosial pasien masih dapat berfungsi dalam kehidupan sehari-hari Episode depresi berat, gejala menyerupai episode depresi ringan, dengan durasi juga paling tidak selama 2 minggu, tetapi telah mengakibatkan ketidakmampuan pasien dalam menjalankan pekerjaan dan aktivitas sosial sehari-hari Episode depresi berat dengan gejala psikotik, gejala menyerupai episode depresi berat, dengan gejala penyerta berupa waham (keyakinan yang berlawanan dengan kenyataan tetapi terus-menerus dipertahankan dan tidak dapat diubah secara logis) dan/atau halusinasi Diagnosis  gangguan kesehatan mental  hanya dapat ditegakkan atas dasar hasil pemeriksaan secara langsung oleh dokter atau dokter spesialis psikiatri. Orang awam tidak dianjurkan untuk melakukan s elf-diagnosis  atas kondisi diri karena hanya didasarkan pada hasil  penelusuran  informasi yang terbatas di internet dan secara ilmiah tidak bisa dipertanggungjawabkan. Oleh karena itu, Anda disarankan untuk berkonsultasi langsung dengan dokter atau  dokter spesialis psikiatri  supaya bisa memperoleh evaluasi dan penanganan yang tepat. Dokter akan melakukan anamnesis tersistematis mengenai riwayat keluhan dan faktor-faktor biopsikososial yang terkait, pemeriksaan fisis komprehensif, dan pemeriksaan penunjang sesuai indikasi yang mungkin ditemukan. Berikutnya, dokter akan memberikan penanganan yang sesuai dengan kondisi kesehatan Anda. Konseling dan psikoterapi suportif oleh dokter dapat membantu pasien mengelola stress, mengidentifikasi gejala, merencanakan sasaran terapi yang realistis, dan mengendalikan diri jika gejala timbul. Bila ada indikasi, dokter mungkin memberikan obat minum yang dapat membantu pasien merasa lebih nyaman dan membantu mengatasi penyakit. Sebagai saran, Anda sebaiknya tentang keluhan yang dirasakan kepada orang terdekat yang Anda percaya dan yakini bisa mendukung terapi. Support dari orang-orang terdekat akan membantu keberhasilan penanganan masalah kesehatan. Anda juga dianjurkan untuk meneruskan kegiatan-kegiatan yang Anda senangi supaya bisa menyalurkan perasaan melalui hal-hal positif. Demikian informasi dari kami. Mudah-mudahan senantiasa sehat. Semoga bermanfaat.";1;0;1;1;1;1;;;;;;;;;;;;;;;;;
462;Alo, terimakasih atas pertanyaannya. Bengkak kehitaman seperti berisi cairan di tangan mungkin penyebabnya adalah  infeksi kulit , semisal abses, infeksi jamur, selulitis, impetigo, cacar air, folikulitis, herpes zoster, ektima, dan sebagainya. Mungkin juga, bengkak kehitaman ini muncul karena pencetus lain, seperti dermatitis kontak alergi, erupsi obat, dermatitis atopik, pompholyx, dermatitis kontak iritan, luka bakar, dan sebagainya. Penanganan atas keluhan ini sebaiknya tidak dilakukan sembarangan, mengingat usia nenek Anda yang juga sudah tidak lagi muda. Lebih aman, Anda periksakan beliau langsung ke dokter atau  dokter kulit  supaya kondisinya bisa dievaluasi mendalam kemungkinan penyebabnya, lantas diberikan penanganannya yang terbaik. Sementara ini, yang bisa Anda lakukan agar keluhan nenek Anda membaik ialah: Beri nenek Anda pengertian agar tidak memanipulasi berlebihan tangannya yang mengalami keluhan tersebut, istirahatkan dulu dari aktifitas yang berlebihan Jauhkan nenek Anda dari substansi yang mungkin memicu alergi maupun iritasi di kulitnya Ingatkan nenek Anda agar mandi teratur serta rajin mencuci tangan, gunakan sabun yang ringan dan pakaian yang lembut bahannya Biarkan nenek Anda beristirahat lebih banyak, makan makanan yang seimbang nilai gizinya, dan jalani juga gaya hidup yang sehat Semoga membantu ya..;1;0;1;1;1;0;;;;;;;;;;;;;;;;;
